118,Gymnadenia conopsea,,869
146,Gymnocarpium dryopteris,,870
1446,Hackelia virginiana,,871
227,Haloragis erecta,,872
183,Halosaccion glandiforme,,873
626,Hamamelis virginiana,,874
780,Hamelia patens,,875
1927,Hedera helix,,876
224,Hedycarya arborea,,877
756,Hedychium gardnerianum,,878
849,Hedypnois cretica,,879
847,Helenium amarum,,880
848,Helenium autumnale,,881
1104,Helenium bigelovii,,882
942,Helenium puberulum,,883
1680,Helianthus annuus,,884
652,Helianthus maximiliani,,885
21,Helianthus tuberosus,,886
1896,Heliopsis helianthoides,,887
161,Heliotropium curassavicum,,888
337,Heliotropium indicum,,889
1505,Heliotropium tenellum,,890
